ID,Work Item Type,Title,State,Description,Acceptance Criteria,Repro Steps,Resolution
"69583","Feature","OnRamp - DataModel - EMS - VM - Ballot module","New","<div><span style=""display:inline !important;"">Using V9 (WV), V8 (TX), and any documentation provided as a reference create an updated data model for V10.</span><br style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""><div style=""box-sizing:border-box;"">For the creation of the data model provide documentation for V10. Discuss any requirements with other team members.<br style=""box-sizing:border-box;""><br style=""box-sizing:border-box;"">Finally, create the necessary SQL scripts needed to create the tables necessary for the implementation of the data model. </div><br> </div>","<div><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;"">Attach any documentation created to the ticket. </li><li style=""box-sizing:border-box;"">Add any documentation created to the Wiki. </li><li style=""box-sizing:border-box;"">Flyway SQL scripts for the data model implementation. </li> </ul> </div>",,
"69969","Feature","BusSrvs-Platform-UCC-FE: Office Correction","New","<div>In UCC Office Correction, admin users with permissions should be able to:<br><br> </div><div><ul><li>Delete or Update Lien </li><li>Search by UCC - 1, UCC - 3, UCC - 5, or Federal Tax Lien Numbers </li><li>Create a Filing Officer's Statement if required </li><li>Update Lien Status </li><li>Update Lapse Date </li><li>Update Filing Date </li><li>Add, Delete, or Edit Debtors/Secured Parties </li><li>Upload new Filing Image </li><li>Regenerate system created Filing Image </li> </ul> </div>",,,
"70008","Feature","UT Corp - Client Reported Items","New","<div>Bugs client reported with Sprint 14<br> </div>",,,
"71230","Feature","Ethics Mobile Responsive Upgrades","Active","<div>Upgrading Responsiveness for the Ethics Application </div>",,,
"71241","Feature","Elections - Election Template Search","Active","<div><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Aptos, sans-serif;background:#FBFBFB;""><b><span style=""font-size:24.0pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;"">Feature: Search
Election Templates</span></b> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Aptos, sans-serif;margin-bottom:0in;background:#FBFBFB;""><span style=""font-size:9.0pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;"">&nbsp;</span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Aptos, sans-serif;background:#FBFBFB;""><span style=""font-size:9.0pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;"">User
Story</span><b><span style=""font-size:18.0pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;""></span></b> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Aptos, sans-serif;background:#FBFBFB;""><b><span style=""font-size:9.0pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;"">As a</span></b><span style=""font-size:9.0pt;font-family:&quot;Helvetica&quot;,sans-serif;color:black;"">&nbsp;county
election official,&nbsp;<b>I want to</b>&nbsp;add or maintain election
templates,&nbsp;<b>so that</b>&nbsp;I can efficiently manage election setups
and streamline the election process.</span> </p> </div>","<ol style=""box-sizing:border-box;padding-left:40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Load Election Templates:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">On loading the screen, display a list of all current election templates in the system in a results grid.</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Search for Election Template:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Search Field:</span></b><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">&nbsp;Provide a text input field to search for a specific election template name.</span> </li><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">SEARCH Button:</span></b><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">&nbsp;Provide a button to commence the search based on the entered template name.</span> </li><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">RESET Button:</span></b><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">&nbsp;Provide a button to clear the search field.</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Add New Election Template:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Add New Template Button:</span></b><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">&nbsp;Provide a button to add a new election template.</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">If selected after searching, carry over the search criteria to the Template Name field in the new template form.</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Results Grid:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Display a grid of election templates with the following column:</span> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Election Template Name</span> </li> </ul><li style=""box-sizing:border-box;""><b style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Action Buttons for Each Line Item:</span></b> </li><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;margin-bottom:0in;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">View Offices</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Edit Template</span> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-size:9pt;font-family:Helvetica, sans-serif;color:black;"">Delete Template</span> </li> </ul> </ul> </ol><br><br>",,
"71249","Feature","onRamp - Screen - EMS - EM - Elections - View Election Template Offices (pop-up)","Active","<div><h3>View Offices Action for Election Templates </h3><p><strong>As a</strong> system user<br><strong>I want</strong> to view the associated offices of an election template without opening the template itself<br><strong>So that</strong> I can quickly see the office details related to a specific election template in an organized manner. </p><br> </div>","<div><li><p><strong>Action Button: View Offices</strong> </p><ul><li><strong>Functionality:</strong> The &quot;View Offices&quot; action should be available for each election template in the main grid. Clicking this button should open a grid displaying the associated office details for the selected template. </li><li><strong>Validation:</strong> Verify that clicking &quot;View Offices&quot; opens a new window or overlay displaying the office details without opening the full election template. </li> </ul> </li><li><p><strong>Office Details Grid:</strong> </p><ul><li><strong>Title:</strong> The grid should be titled <strong>&quot;Office Details.&quot;</strong> </li><li><strong>Columns Displayed:</strong><ul><li><strong>Office Name</strong> </li><li><strong>Office Type</strong> </li><li><strong>District Type</strong> </li><li><strong>Districts</strong> </li><li><strong>Office Term</strong> </li> </ul> </li><li><strong>Sorting:</strong> Each column should be sortable by clicking the sort icon in the header. </li><li><strong>Validation:</strong> Test that the correct office details are displayed for the selected template and that each column can be sorted in ascending and descending order. </li> </ul> </li><li><p><strong>Closing the Office Details Grid:</strong> </p><ul><li><strong>Close Button:</strong> There should be a <strong>CLOSE</strong> button within the grid to allow the user to close the window. </li><li><strong>Click Outside to Close:</strong> Clicking outside the grid should also close the window or overlay. </li><li><strong>Validation:</strong> Ensure that both the <strong>CLOSE</strong> button and clicking outside the grid successfully close the office details window. </li> </ul> </li><li><p><strong>Data Consistency:</strong> </p><ul><li><strong>Correct Data Display:</strong> Ensure that the office details displayed in the grid correspond to the selected election template and that no incorrect data is shown. </li><li><strong>Validation:</strong> Verify that the correct office details for each template are displayed consistently when &quot;View Offices&quot; is clicked. </li> </ul> </li><br> </div>",,
"71253","Feature","EM - Elections - Election Calendar","New","<div>The Election Calendar submodule allows election administrators to view and manage election specific dates for their jurisdiction.&nbsp; </div>","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;"">Calendar Integration:<br style=""box-sizing:border-box;""></span> </div><div style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;outline:none;""><div style=""box-sizing:border-box;outline:none;""><ul><li>Implement a calendar feature that is fully integrated with other system components such as voter registration, ballot management, and polling place assignments. </li><li>Allow for viewing the calendar in daily, weekly, monthly, and yearly formats.&nbsp; </li><li>Any dates set in other system components need to feed into the calendar creating an event.&nbsp;&nbsp; </li><li>At this time setting up an event in the calendar will not feed into other system areas.&nbsp; </li> </ul> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;"">Event Scheduling and Management:<br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><ul><li>Enable users to create and manage election-related events on the calendar only, such as voter registration deadlines, absentee ballot deadlines, and election days. </li><li>Include options to set up recurring events or reminders based on specific election cycles or annual requirements. </li> </ul> </div><div style=""box-sizing:border-box;""><img src=""https://dev.azure.com/CivixGovDevOps/af468280-cb36-48d3-9de3-746ec605bb17/_apis/wit/attachments/c9296898-9c39-41c8-b471-4b3dac941cb6?fileName=image.png"" alt=Image><br> </div><div style=""box-sizing:border-box;""><img src=""https://dev.azure.com/CivixGovDevOps/af468280-cb36-48d3-9de3-746ec605bb17/_apis/wit/attachments/3e5b52a8-7a1a-4b13-b036-0440209c05ab?fileName=image.png"" alt=Image><br> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;"">Access Controls and Permissions:<br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;"">Ensure that access to the calendar and its functionalities is controlled based on user roles and permissions.<br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;"">Different levels of users (e.g., state officials, county clerks, IT administrators) should have customizable access to view and modify calendar entries. </div> </div><br><br>",,
"71804","Feature","OnRamp - Screen - EMS - VM - Jury - Settings (Region/County and State level)","New","<div>The Jury Management Settings screen and functionality to maintain these settings for authorized users. </div><div><br> </div><div>The screen and functionality will be similar to TEAMS.&nbsp; </div>","<div>All Jury Management Settings will work properly.&nbsp; </div>",,
"71805","Feature","OnRamp - Screen - EMS - VM - Jury - Wheel Reconstitution","Active","<div><span>Feature</span> </div><div><span><br></span> </div><div><span lang=EN-US style=""color:windowtext;background-color:rgb(245, 245, 245);margin:0px;padding:0.34051px 0px 0px;font-size:18pt;font-family:Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif;letter-spacing:0px;line-height:27px;vertical-align:-0.34051px;""><span style=""margin:0px;vertical-align:0.34051px;line-height:0px;"">Jury Reconstitution job:</span></span><span style=""color:windowtext;background-color:rgb(245, 245, 245);margin:0px;font-size:18pt;line-height:0px;font-family:Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif;"">​</span> </div><div><span><ol style=""margin:0px;cursor:text;list-style-type:decimal;font-family:&quot;Segoe UI&quot;, &quot;Segoe UI Web&quot;, Arial, Verdana, sans-serif;font-size:12px;background-color:rgb(245, 245, 245);""><li style=""margin:0px 0px 0px 34.2px;clear:both;font-family:Arial;font-size:18.24px;""><p lang=EN-US style=""margin:0px;font-weight:normal;color:windowtext;text-align:left;""><span lang=EN-US style=""margin:0px;padding:0.34051px 0px 0px;font-size:18pt;font-family:Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, Sans-Serif;letter-spacing:0px;line-height:27px;vertical-align:-0.34051px;""><span style=""margin:0px;vertical-align:0.34051px;line-height:0px;"">Match current voter data with yearly jury data</span></span><span style=""margin:0px;font-size:18pt;line-height:0px;font-family:Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif;"">​</span> </p> </li><li style=""margin:0px 0px 0px 34.2px;clear:both;font-family:Arial;font-size:18.24px;""><p lang=EN-US style=""margin:0px;font-weight:normal;color:windowtext;text-align:left;""><span lang=EN-US style=""margin:0px;padding:0.34051px 0px 0px;font-size:18pt;font-family:Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, Sans-Serif;letter-spacing:0px;line-height:27px;vertical-align:-0.34051px;""><span style=""margin:0px;vertical-align:0.34051px;line-height:0px;"">Load new data from the year data (unmatched)</span></span><span style=""margin:0px;font-size:18pt;line-height:0px;font-family:Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, sans-serif;"">​</span> </p> </li><li style=""margin:0px 0px 0px 34.2px;clear:both;font-family:Arial;font-size:18.24px;""><p lang=EN-US style=""margin:0px;font-weight:normal;color:windowtext;text-align:left;""><span lang=EN-US style=""margin:0px;padding:0.34051px 0px 0px;font-size:18pt;font-family:Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, Sans-Serif;letter-spacing:0px;line-height:27px;vertical-align:-0.34051px;""><span style=""margin:0px;vertical-align:0.34051px;line-height:0px;"">Update </span></span><span lang=EN-US style=""margin:0px;padding:0.34051px 0px 0px;background-repeat:repeat-x;background-position:0% 92%;""><span style=""margin:0px;vertical-align:0.34051px;line-height:0px;"">Jm_juror</span></span><span lang=EN-US style=""margin:0px;padding:0.34051px 0px 0px;font-size:18pt;font-family:Calibri, Calibri_EmbeddedFont, Calibri_MSFontService, Sans-Serif;letter-spacing:0px;line-height:27px;vertical-align:-0.34051px;""><span style=""margin:0px;vertical-align:0.34051px;line-height:0px;""> data with latest data</span></span> </p> </li> </ol><br></span> </div><div><span>_________________________________________________________________________________________</span> </div><div><span><br></span> </div><div><span>Screen notes:</span> </div><div><span><br></span> </div><div><span>254 records for each region/county<br></span><div>&nbsp; &nbsp;- Create wheel &nbsp;- status updatecx to &quot;R&quot; &nbsp;---&gt; picks up by daily Job ---&gt; Call SP --&gt; update the status to &quot;C&quot; ---&gt; data populated jm_Juror &nbsp;table<br> </div><div>&nbsp; &nbsp;- reset wheel &nbsp; - only for error and restart<br> </div><span>&nbsp; &nbsp;- Export wheel &nbsp;- Export will create afile on SFTP for county &nbsp;(job... not a Screen)</span><br> </div>",,,
"71809","Feature","OnRamp - Screen - EMS - VM - Jury - Maintain Jury Pool","New","<div>Page and Search functionality for Maintain Jury Pool. </div>","<div>Maintain Jury Pool page and search functionality will work properly.&nbsp; </div>",,
"71810","Feature","OnRamp - Screen - EMS - VM - Jury - Add Jury Pool","New","<div>Pages and functionality for Add jury pool.&nbsp; </div>",,,
"71818","Feature","OnRamp - Screen - EMS - VM - Jury - Add/Maintain Clerks","Active","<span style=""display:inline !important;"">County user will be able to add and maintain clerks.&nbsp;</span>",,,
"71820","Feature","OnRamp - Screen - EMS - VM - Jury - Add/Maintain Charities","Active","<div>County user will be able to add and maintain charities.&nbsp; </div>",,,
"71821","Feature","OnRamp - Batch - EMS - VM - Jury - Import Jury Master","New","<div><span>In month of July DPS sends&nbsp; 7gb data jury file - We load in Master table ---&gt; create wheel and recon data (what is new data<br></span><div>&nbsp; - delete old data and upload new data in master table (jm_master_agency...) <br> </div><span>&nbsp; - Manually triggered</span><br> </div>",,,
"71825","Feature","EM - Fund - Grant Navigation","Active","<div><div><div><div><div><div> </div> </div> </div> </div> </div> </div><div><div dir=auto><div><div style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);font-size:1.25em;margin:1.6em 0px 0.6em;font-family:Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji&quot;;""><span style=""font-weight:normal;"">A comprehensive search feature that allows users to efficiently find and manage grant information using keyword search, multiple filters, and sorting. It targets grant administrators and financial managers.</span> </div><h2 style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);font-size:1.5em;font-weight:700;margin:0px 0px 1em;font-family:Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji&quot;;"">Goals: </h2><h3 style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);font-size:1.25em;margin:0px 0px 0.6em;font-family:Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji&quot;;"">Business Goals: </h3><ul style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);list-style:disc;margin:0px 0px 1.25em;color:rgb(55, 65, 81);font-family:Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji&quot;;font-size:16px;font-weight:400;""><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">Enhance user productivity by reducing the time spent searching for grants&nbsp; </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">Improve data accuracy by providing easy access to the most relevant grant information. </li> </ul><h3 style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);font-size:1.25em;margin:1.6em 0px 0.6em;font-family:Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji&quot;;"">User Goals: </h3><ul style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);list-style:disc;margin:0px 0px 1.25em;color:rgb(55, 65, 81);font-family:Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji&quot;;font-size:16px;font-weight:400;""><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">Quickly find relevant grant details using intuitive search and filtering options. </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">Manage grant data efficiently with actions like View, Edit, and Delete directly from search results. </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">Customize searchability with advanced options to cater to specific needs. </li> </ul><h3 style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);font-size:1.25em;margin:1.6em 0px 0.6em;font-family:Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji&quot;;"">Non-Goals: </h3><ul style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);list-style:disc;margin:0px 0px 1.25em;color:rgb(55, 65, 81);font-family:Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji&quot;;font-size:16px;font-weight:400;""><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">This feature will not include grant application processes. </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">It will not integrate with grant financial projections at this stage. </li> </ul><div><font color=""#374151"" face=""Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Helvetica Neue, Arial, Noto Sans, sans-serif, Apple Color Emoji, Segoe UI Emoji, Segoe UI Symbol, Noto Color Emoji""><span style=""font-size:16px;""><ol style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);list-style:decimal;margin:0px 0px 1.25em;font-family:Inter, ui-sans-serif, system-ui, -apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Roboto, &quot;Helvetica Neue&quot;, Arial, &quot;Noto Sans&quot;, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, &quot;Segoe UI Symbol&quot;, &quot;Noto Color Emoji&quot;;""><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;""><p style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin:1rem 0px;""><strong style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);font-weight:600;"">Core Functionality Walkthrough:</strong> </p><ul style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);list-style:disc;margin:0.75em 0px;""><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">User enters a full or partial name into the search bar at the top and results begin displaying dynamically. </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">User applies filters: select from Grant Source, Type, and time frame to hone in on specific results. </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">Search results display in grid format with sortable columns: Grant Name, Source, Type, and Status. </li> </ul> </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;""><p style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin:1rem 0px;""><strong style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);font-weight:600;"">Advanced Features:</strong> </p><ul style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);list-style:disc;margin:0.75em 0px;""><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">User clicks &quot;Advanced Search&quot; toggle for expanded options such as Grant ID or Subgrantee Name. </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">Results grid dynamically refines as filters are added/changed. </li> </ul> </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;""><p style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin:1rem 0px;""><strong style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);font-weight:600;"">Edge Cases:</strong> </p><ul style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);list-style:disc;margin:0.75em 0px;""><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">Handle no results with a friendly message and suggestion to broaden search terms. </li><li style=""box-sizing:border-box;border:0px solid rgb(229, 231, 235);margin-top:0.5em;margin-bottom:0.5em;"">Provide an option to narrow down excessive search results with suggested filters. </li> </ul> </li> </ol><br></span></font> </div><br> </div><ol><li><p><strong>Search Input</strong>: </p><ul><li>A search bar at the top of the page where users can enter a name to search grants </li><li>The search bar should support partial and complete keyword searches. </li> </ul> </li><li><p><strong>Filter Options</strong>: </p><ul><li>Filters to refine search results by Grant Source (Federal, State, Other). </li><li>Filters to refine search results by Grant Type (Reimbursement, Advanced Payment). </li><li>Date range filter to find grants within a specific time frame. </li><li>Additional filters for Federal Share, State Share, County Share, and status (Active, Closed). </li><li>Each refinement displays results automatically </li> </ul> </li><li><p><strong>Search Results Display</strong>: </p><ul><li>Display search results in a grid format. </li><li>Each row in the grid should display key grant details: Grant Name, Source, Type, Federal Share, State Share, County Share, and Status. </li><li>The grid should allow sorting by each column. </li><li>Pagination controls for easy navigation through results. </li> </ul> </li><li><p><strong>Advanced Search</strong>: </p><ul><li>An expandable section below the search bar for advanced search options. </li><li>Fields in the advanced search section should include:<ul><li>Grant ID </li><li>Subgrantee Name </li><li>Specific Question Responses (from the questionnaire) </li> </ul> </li> </ul> </li><li><p><strong>Actions from Search Results</strong>: </p><ul><li>Each result row should include action buttons for View, Edit, and Delete. </li><li>Clicking &quot;View&quot; should open a detailed view of the grant. </li><li>Clicking &quot;Edit&quot; should open the grant in edit mode. </li><li>Clicking &quot;Delete&quot; should prompt for confirmation and then remove the grant if confirmed. </li> </ul> </li> </ol> </div> </div><br><br>",,,
