ID,Work Item Type,Title,State,Description
"9154","Requirement","GA-RQ-3.10.5","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.5. Section IV – Direct Ownership in Real Property<br><div>This section names identifies all direct ownership interest defined as the holding or possession of good legal or rightful title of property or the holding or enjoyment of real or beneficial use of the property by any person and includes any interest owned or held by a spouse of the person if such interest is held jointly or as tenants in common between the person and spouse.<br></div><div><br></div><div>The system must have the ability for the Filer to enter to identify each tract of real property in which the candidate for public office or public officer has a direct ownership interest as of December 31 of the covered year when that interest has a fair market value in excess of $5,000.00. &quot;Fair market&quot; value means the appraised value of the property for ad valorem tax purposes. Check one box to show the applicable valuation range for each tract.<br></div><div><br></div>The system must have the ability for the Filer to enter the following information for each tract: County of Property, State of Property, Description (Give Street Address, Location, Size of Tract, and Nature or Use of Property) and Value of Property ($5,000-$100,000, $100,001 - $200,000, &gt;$200,000)."
"9155","Requirement","GA-RQ-3.10.6","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.6. Section V – Spouses Direct Ownership Interests in Real Property<br><div>The system must have the ability for the Filer to enter to identify each tract of real property in which the filer's spouse has a direct ownership interest as of December 31 of the covered year when that interest has a fair market value in excess of $5,000.00.<br></div><div><br></div>The system must have the ability for the Filer to enter the following information for each tract: County of Property, State of Property, Description (Give Street Address, Location, Size of Tract, and Nature or Use of Property) and Value of Property ($5,000-$100,000, $100,001 - $200,000, &gt;$200,000)."
"9156","Requirement","GA-RQ-3.10.7","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.7. Section VI – Employment and Family Members<br><div>This section identifies the filer’s and spouse’s employment.<br></div><div><br></div>The system must have the ability for the Filer to enter the following information for their employment: Filer's Primary Occupation, Filer's Primary Employer, Primary Employer's Address, Primary Employer's Principal Activity, Filer's Secondary Occupation, Filer's Secondary Employer, Secondary Employer's Address, Secondary Employer's Principal Activity.<br><div><br></div><div>The system must have the ability for the Filer to enter the following information for their spouse’s employment: Filer's Spouse's Name, Spouse's Primary Occupation, Spouse's Primary Employer, Spouse's Primary Employer's Address, Spouse's Primary Employer Principal Activity, Spouse's Secondary Occupation, Spouse's Secondary Employer, Spouse's Secondary Employer's Address, Spouse's Secondary Employer's Principal Activity.</div>"
"9157","Requirement","GA-RQ-3.10.8","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.8. Section VII – Investment Interests<br><div>The section lists the name of any business or subsidiary thereof or investment (not individual stocks and bonds that are held by mutual funds), in which the filer (either individually or with any other legal or natural person or entity) owns a direct ownership interest that: is more than 5 percent of the total interests in such business or investment, or has a net fair market value of more than $5,000.00.<br></div><div><br></div>The system must have the ability for the Filer to enter the following information for their investment interests: Business or Investment Entity Name."
"9158","Requirement","GA-RQ-3.10.9","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.9. Section VIII – Known Business or Investment Interests of Spouse and Dependent Children<br><div><br></div><div>The section lists any known business or investment interests of spouse and dependent children that are more than 5 percent of the total interest in the business or investment, has a net fair market value exceeding $10,000.00, or is one in an entity for which the filer's spouse or a dependent child serves as an officer, director, equitable partner, or trustee. (Do not list individual stocks and bonds that are held by mutual funds).<br></div><div><br></div><div>The system must have the ability for the Filer to enter the following information for known business or investment interests of a spouse and dependent children: Name of Business, Ownership (spouse/dependent children), Indication if the filer is an Officer, Director, Equitable Partner, or Trustee (where applicable).</div>"
"9159","Requirement","GA-RQ-3.10.10","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.10. Section IX – Annual Payments Received from the State of GA<br><div><br></div><div>The section identifies all annual payments in excess of $10,000.00 received by the public officer, or by any business entity identified in Section III, from the State or any agency, department, commission or authority created by the State, and authorized and exempted from disclosure under O.C.G.A. § 45-10-25.<br></div><div><br></div><div>The system must have the ability for the Filer to enter the following information for annual payments received from the State of GA: Full Name, Mailing Address, City State, Annual Payment and the General Nature of the Payment.</div>"
"9160","Requirement","GA-RQ-3.10.11","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.11. Section X – Transactions with the State of GA<br><div>The section identifies for the preceding five calendar years each transaction or transactions which aggregate $9,000.00 or more in a calendar year in which the candidate (whether for himself or on behalf of any business), or any business in which the candidate or any member of his or her family has a substantial interest or is an officer of such business, has transacted business with the government of the State of Georgia, the government of any political subdivision of the State of Georgia, or any agency of any such government.<br></div><div><br></div>The system must have the ability for the Filer to enter the following information for transactions with the State of GA: Parties to the Transaction, Date and Amount."
"9161","Requirement","GA-RQ-3.10.12","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.12. Section XI – Income Transactions<br><div>The section identifies for the preceding five calendar years each transaction or transactions which aggregate $9,000.00 or more in a calendar year in which the candidate, or any member of his family, has a substantial interest or is an officer of such business, received any income of any nature from any Lobbyist registered with the Campaign Finance Commission.<br></div><div><br></div>The system must have the ability for the Filer to enter the following information for transactions with the State of GA: Transaction, Parties to the Transaction, Date and Amount of each transaction."
"9162","Requirement","GA-RQ-3.10.13","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.13. Section XII – Contingent Liabilities<br><div>The section identifies in addition to the debts and liabilities listed, any debts and liabilities the Filer has endorsed, guaranteed, or am otherwise indirectly or contingently liable for.<br></div><div><span style=""font-weight:inherit;""><br></span></div><div><span style=""font-weight:inherit;"">The system must have the ability for the Filer to enter the following contingent liability information for transactions with the State of GA: Debtor or Obligator Name, Address, City State and Zip Code; Creditor or Obligator Name, Address, City State and Zip Code; Description of Collateral; Value of Collateral; Current Amount; Date Incurred; and Date Due.</span><br></div>"
"9163","Requirement","GA-RQ-3.10.14","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.14. Section XII – Statement of Income<br><div>The section reports the Filer’s income for the calendar year prior to the year in which the election is held and the first quarter of the calendar year in which the election is held.<br></div><div><br></div>The system must have the ability for the Filer to enter the following income information: Year; Salaries, wages and commissions from employment; Income from dividends and interest; Net income from rents, royalties, and investments; Other Income; Total Income; Expenses and Net Income."
"9164","Requirement","GA-RQ-3.10.15","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.15. Schedule A – Real Estate Owned<br><div><span style=""font-weight:inherit;"">The section identifies the real estate owned by the Filer.</span></div><div><span style=""font-weight:inherit;""><br></span></div>The system must have the ability for the Filer to enter the following real estate ownership information: Description, Location, Title in Whose Name, Date Acquired, Cost: Insurance, Current Value for each real estate property."
"9165","Requirement","GA-RQ-3.10.16","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.16. Schedule B – Marketable Securities<br><div>The section identifies the marketable securities owned by the Filer.<br></div><div><span style=""font-weight:inherit;""><br></span></div><div><span style=""font-weight:inherit;"">The system must have the ability for the Filer to enter the Description and Amount for each marketable security.</span><br></div>"
"9166","Requirement","GA-RQ-3.10.17","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.17. Schedule C – Other Assets<br><div>The section identifies the other assets owned by the Filer.<br></div><div><br></div>The system must have the ability for the Filer to enter the Description, Basis for Evaluation, and Amount for each asset."
"9167","Requirement","GA-RQ-3.10.18","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.18. Schedule D – Notes Payable to Banks<br> The section identifies the Filer’s Notes payable to the Banks.<br> The system must have the ability for the Filer to enter the Names of the Creditor, the Security, Due Date and Amount for each Note."
"9168","Requirement","GA-RQ-3.10.19","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.19. Schedule E – Notes Payable to Others<br> The section identifies the Filer’s Notes payable to others.<br> The system must have the ability for the Filer to enter the Names of the Creditor, the Security, Due Date and Amount for each Note."
"9169","Requirement","GA-RQ-3.10.20","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.20. Schedule F – Real Estate Mortgages Payable<br> The section identifies the Filer’s Real Estate Mortgages Payable.<br> The system must have the ability for the Filer to enter the Names of the Creditor, Location of the Property, Due Date, and Amount for each Mortgage."
"9170","Requirement","GA-RQ-3.10.21","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.21. Schedule G – Interest and Taxes Due and Unpaid<br> The section identifies the Filer’s Interest and Taxes Due and Unpaid<br> The system must have the ability for the Filer to enter the Names of the Creditor, Payable To, Due Date and Amount for each Interest and Tax."
"9171","Requirement","GA-RQ-3.10.22","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.22. Schedule H – Other Debts and Liabilities<br> The section identifies the Filer’s Other Debts and Liabilities<br> The system must have the ability for the Filer to enter the Names of the Creditor, Due Date and Amount for each Debt and Liability."
"9172","Requirement","GA-RQ-3.10.23","New","3. Financial Disclosure<br><br>Personal Financial Disclosure Statement<br>The Personal Financial Disclosure Statement must consist of the following section<br><br>3.10.23. Report Summary<br> The section identifies the Filer’s Itemize detail of totals reported supporting schedules A through H.<br> The system must have the ability for the Filer to enter the following financial information: Cash on Hand at Bank; Notes, loans, and other accounts received considered good and collectible; Merchandise at lower cost or market value; Machinery and Equipment at cost less depreciation, Life Insurance cash surrender value, Life Insurance Face Amount and Accounts Payable.<br>eFile Replacement System Requirements<br>Page 25<br> The system must have the ability to combine the data entered on the Report Summary and data entered on Schedules A – H to determine the Filer’s Total Assets, Total Liabilities, and Net Worth."
"9173","Requirement","GA-RQ-5.1","New","5. Query and Reporting<br>The system must have the ability to produce all reports listed in Sections 2, 3, 4, 6, and 7"
"9174","Requirement","GA-RQ-5.2","New","5. Query and Reporting<br>The system must have the ability for (GGTCFC Staff only) end-users to easily build queries and reports from key system data without the assistance of IT staff. In a more strict sense, the system must be capable of creating ad hoc reports; a report that is created on the fly, displaying information in a table or a chart that is the result of a sequence of user-provided data selection criteria that has not already been codified in a production report."
"9175","Requirement","GA-RQ-5.3","New","5. Query and Reporting<br>Any report(s) created by GGTCFC staff using the ad hoc system in 5.2 above should be able to be saved for repeated use. This report could be saved to an individual's library or to a general library for GGTCFC staff use only."
"9176","Requirement","GA-RQ-5.4","New","5. Query and Reporting<br>Saved Ad Hoc Reports should be able to be scheduled and delivered as an email attachment in the format desired to GGTCFC staff based on user selection."
"9177","Requirement","GA-RQ-5.5 (Group Removed from Scope)","New","5. Query and Reporting<br>The query and reporting tools must have the ability to sort, group, and filter data based on any field in the database"
"9178","Requirement","GA-RQ-5.6","New","5. Query and Reporting<br>The system must have the ability for end-users to format data from queries into reports with headers, footers, and the ability to sort and group results sets."
"9179","Requirement","GA-RQ-5.7","New","5. Query and Reporting<br>The system must have the ability to produce interactive dashboards providing GGTCFC Staff with summary metrics and analytics for the various transactions with the agency over a given time period."
"9180","Requirement","GA-RQ-5.8","New","5. Query and Reporting<br>The system must have to export queries and reports to Microsoft Excel, Microsoft Word, text files, and PDF's."
"9181","Requirement","GA-RQ-6.2","New","<div style=""box-sizing:border-box;"">6.0 Search Information, Access and Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must allow the GGTCFC staff to search and display all reports identified in Section 6.1 internally from within the application."
"9182","Requirement","GA-RQ-6.3","New","<div style=""box-sizing:border-box;"">6.0 Search Information, Access and Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must allow the media, the general public, and other interested parties to search and display all reports identified in Section 6.1 form a public-facing website."
"9183","Requirement","GA-RQ-6.12","New","<div><span style=""display:inline !important;"">6.0 Search Information, Access and Reporting - Vendor Gift Report</span></div><div><br></div><div>The system should have the ability for the user to search for Vendor Gifts by Company Name, Contact Name, or Filer ID.</div>"
"9184","Requirement","GA-RQ-6.13","New","<div><span style=""display:inline !important;"">6.0 Search Information, Access and Reporting - Vendor Gift Report</span></div><div><br></div><div>The search results should display the vendor's name, the Filer ID, and a list of all gifts made by the vendor.</div>"
"9185","Requirement","GA-RQ-6.14","New","<div><span style=""display:inline !important;"">6.0 Search Information, Access and Reporting - Vendor Gift Report&nbsp;</span></div><div><br></div><div>The search results should display the Recipient' s Name, Address, Position Agency and the Date, Amount, and Description of each gift for the reporting year.</div>"
"9186","Requirement","GA-RQ-6.15","New","<div><span style=""display:inline !important;"">6.0 Search Information, Access and Reporting - State Business Transaction Report</span></div><div><br></div><div>The system should have the ability for the user to search for State Business Transactions by First Name, Last Name, City, or Filer ID.</div>"
"9187","Requirement","GA-RQ-6.16","New","<div><span style=""display:inline !important;"">6.0 Search Information, Access and Reporting - State Business Transaction Report</span></div><div><br></div><div>The Business Transaction Report should display the Name, Mailing Address, Office Phone, Home Phone, Type of Filing, Position Held, and State Agency for the Filer.</div>"
"9188","Requirement","GA-RQ-6.17","New","<div><span style=""display:inline !important;"">6.0 Search Information, Access and Reporting - State Business Transaction Report</span></div><div><br></div><div>The Business Transaction Report should contain the Transaction Amount, Transaction Date, Transaction Type, Transaction Detail, Agency Involved, Agency Address, Agency Telephone, Contact and Title, Company Involved, Company Address, Company Phone, Contact, Titles and Transaction Exception for each business transaction between the Filer and Agency.</div>"
"9189","Requirement","GA-RQ-6.18","New","<div><span style=""display:inline !important;"">6.0 Search Information, Access and Reporting - Campaign Reports</span></div><div><br></div><div>The system must provide the ability to search for Campaign Reports by Name, Office Type, Contribution, Expenditure.</div>"
"9190","Requirement","GA-RQ-6.19","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Campaign Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div><br>The Campaign Report Name Search should provide the user with the ability to search for Candidates by First Name, Last Name and Committee, and Non-Candidates by Committee Type or Committee Name. For the list of Candidates that meet the search results, the users should have the ability to click a link to display all Campaign Disclosure Reports for each office for the selected candidate."
"9191","Requirement","GA-RQ-6.20","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Campaign Reports</span></div><div style=""box-sizing:border-box;""><br></div>The Campaign Report Office Type Search should provide the user with the ability to search for Candidates by Year, Office Type, Office Year, District, Circuit, Division, County, City, and Filer ID. For the list of Candidates that meet the search results, the users should have the ability to click a link to display the Registration Information, all Campaign Disclosure Reports for each office for the selected candidate."
"9192","Requirement","GA-RQ-6.21","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Campaign Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The Campaign Report Contribution search should provide the user with the ability to search for Candidates by Contributor Name, Zip, City, Contribution Type, PAC Affiliation, Employer, Occupation, Received Date From, Received Date To, Cash Amount, In-Kin d Amount, Filer ID, Candidate Name and Committee Name."
"9193","Requirement","GA-RQ-6.22","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Campaign Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The Campaign Report Contribution search results should display the Filer ID and Filer Name, Contributor's Name, PAC Affiliation, Occupation, Employers, Date Received, Election Type, Cash Amount, In-Kind Amount, In-Kind Descript ion for each contribution that meets the search results. For each filer, the user should have the ability to click on a link to link to display all Campaign Disclosure Reports for each office for the selected candidate."
"9194","Requirement","GA-RQ-6.23","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Campaign Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The Campaign Report Contribution search should allow the user to export the search results to Microsoft Excel."
"9195","Requirement","GA-RQ-6.24","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Campaign Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The Campaign Report Expenditure search should provide the user with the ability to search for Candidates by Individual or Entity, Expenditure Type, Occupation / Employer, Expenditure Purpose, Date From, Date To, Item Amount, Paid Amount, Filer ID, Candidate Name, Committee Name."
"9196","Requirement","GA-RQ-6.25","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Campaign Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The Campaign Report Expenditure search results should display the Filer ID and Filer Name, Recipient, Date, Type, Occupation, Employer, Purpose, Item Amount and Amount for each contribution that meets the search results. For each filer, the user should have the ability to click on a link to link to display all Campaign Disclosure Reports for each office for the selected candidate"
"9197","Requirement","GA-RQ-6.26","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Campaign Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The Campaign Report Expenditure search should allow the user to export the search results to Microsoft Excel."
"9198","Requirement","GA-RQ-6.27","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Personal Financial Disclosure Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must provide the ability to search for Personal Financial Disclosure and Affidavits by Name and Office."
"9199","Requirement","GA-RQ-6.30","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Personal Financial Disclosure Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The Personal Financial Disclosure Office search should provide the user with the ability to search for Public Officials by Office Level and Office Name. For each filer, the user should. have the ability to click on a link to link to display all Personal Financial Disclosures and Affidavits for Public Officials."
"9200","Requirement","GA-RQ-6.31","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Late and Non Filer Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must provide the ability to search for Late and Non-Filers by Campaign Financials and Lobbyist."
"9201","Requirement","GA-RQ-6.32","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Late and Non Filer Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The Late and Non-Filer Search by Campaign Financials search should provide the user with the ability to search for Late and Non-Filers by Last Name, First Name, and City or Filing Office"
"9202","Requirement","GA-RQ-6.33","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Late and Non Filer Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The Late and Non-Filer Search by Campaign Financials search result s should display the Filer Name, Address, and Outstanding Fees. For each file r, the user should have the ability to click on a link to link to display all Late and Non-Filer Fees and Penalties."
"9203","Requirement","GA-RQ-6.34","New","<div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">6.0 Search Information, Access and Reporting - Late and Non Filer Reports</span></div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>For Filers with outstanding fees, the system should provide the ability to generate an invoice for all past due fees and a link to pay all past due fees online."
"9204","Requirement","GA-RQ-7.2","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to apply late fees and additional penalties. by date and cumulate the amounts owed by the Filer."
"9205","Requirement","GA-RQ-7.3","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to generate online invoices in PDF format that can be printed, saved to a local computer, or emailed"
"9206","Requirement","GA-RQ-7.4","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to email invoices to Filers"
"9207","Requirement","GA-RQ-7.5","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to notify Filers via email or text message of impending filing deadlines and associated late fees and penalties."
"9208","Requirement","GA-RQ-7.6","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability for Filers to pay late fees and associated penalties by credit card and checks. GGTCFC uses Payeezy for credit card processing"
"9209","Requirement","GA-RQ-7.8","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to separate the total late fees owed into an administrate fee ($25/ transactional late fee) which is kept by GGTCFC which servers as retained earnings for the Agency and balance amount collected for all late fees are payable to the State Treasury."
"9210","Requirement","GA-RQ-7.9","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability for a GGTCFC administrator to apply check payments to Filer balances"
"9211","Requirement","GA-RQ-7.10","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability for a GGTCFC administrator to create and amend payment plans and record payments for Filers that request hardship waivers."
"9212","Requirement","GA-RQ-7.11","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to assign civil penalties to Filers who are found in violation of Georgia Government Transparency and Campaign Finance Act."
"9213","Requirement","GA-RQ-7.12","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to create payment plans for civil penalties"
"9214","Requirement","GA-RQ-7.13","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability for Filers to pay online on civil penalties by and by credit card."
"9215","Requirement","GA-RQ-7.14","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability for the GGTCFC to report on fees collected and outstanding fees by Filer Type and Filer Name."
"9216","Requirement","GA-RQ-7.15","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to produce Account Receivables and Aging Reports."
"9217","Requirement","GA-RQ-7.16","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to create detailed Fee Payment Report for &nbsp;a given date range that captures the following fields: &nbsp;Payment &nbsp;From, &nbsp;Lobbyist &nbsp;Candidate &nbsp;Name, &nbsp;ID#, Statement Type, Customer Ref#, Date/ Time Paid, Date Received, Date Entered, Payment Amount, Fee Type Authorization Cod , CCDR/PFD Late Fees (GGTCFC Admin Fee), Lobbyist Late Fees (GGTCFC Admin Fee), CCD.R/PFD Retained Earning and Lobbyist Retained Earnings"
"9218","Requirement","GA-RQ-7.17","New","<div style=""box-sizing:border-box;"">7.0 Fees, Payment, and Financial Reporting</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have the ability to breakdown all fees to the following categories:<br>• Retained Revenue Collections (fees kept by GGTCFC): CCDR/PFD Admin Fees, Civil Penalty Admin Fees and Lobbyist Admin Fees.<br>• Revenue Collections (fees paid the State Treasury): CCDR/ PFDS fees, Civil Penalty fees and"
"9219","Requirement","GA-RQ-8.1","New","<div>8.0 Technical Requirements</div><div><br></div><div>The new system will be hosted internally by the GGTCFC's IT Department and will need to run on the GGTCFC's Microsoft .NET platform.</div>"
"9220","Requirement","GA-RQ-8.2","New","<div style=""box-sizing:border-box;"">8.0 Technical Requirements</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The supplier will review GGTCFC's current architecture, servers, and storage and make recommendations to ensure that the resulting system will operate within GGTCFC's technical environment."
"9221","Requirement","GA-RQ-8.3","New","<div style=""box-sizing:border-box;"">8.0 Technical Requirements</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The supplier will perform all system installation and configuration of the technical environment for the new system and provide technical diagrams and documentation, a system operations manual and knowledge transfer to the GGTCFC's IT Staff."
"9222","Requirement","GA-RQ-8.4","New","<div style=""box-sizing:border-box;"">8.0 Technical Requirements</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system should support the following browsers: Microsoft Edge, Microsoft Internet Explorer (version 11 and up}, Chrome, Firefox, and Safari"
"9223","Requirement","GA-RQ-8.5","New","<div style=""box-sizing:border-box;"">8.0 Technical Requirements</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must have a responsive design that supports all types of devices (e.g., desktop computers, laptops, tablets, apple and android phones) in terms of adapting the display and layout to the screen size and resolution of the user's device."
"9224","Requirement","GA-RQ-8.6 (Removed from Scope)","New","<div style=""box-sizing:border-box;"">8.0 Technical Requirements</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must provide a standard Automated Programming Interface (API) that exposes all business functions of the Application via programming language such as C#, JavaScript, etc. that can be used to interface with other applications"
"9225","Requirement","GA-RQ-8.7 (Removed from Scope)","New","<div style=""box-sizing:border-box;"">8.0 Technical Requirements</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must provide an automated interface to load Candidate Registration information provided by the Secretary of State"
"9226","Requirement","GA-RQ-8.8","New","<div style=""box-sizing:border-box;"">8.0 Technical Requirements</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The System must have the ability for Local Level Filing Offices that receive Campaign Contribution Disclosure Reports and Personal Financial Disclosure Statements to submit the reports via standardized files that will be loaded into the system to create an official record for the Local Level Filer. The processes and development of the forms will be included in the system implementation."
"9227","Requirement","GA-RQ-8.10","New","<div style=""box-sizing:border-box;"">8.0 Technical Requirements</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>Data Conversion will include Profile information for Candidates, Public Officials, Lobbyists, and Campaigns. Data Conversion will not include the current system transactional data or balances."
"9228","Requirement","GA-RQ-8.11","New","<div style=""box-sizing:border-box;"">8.0 Technical Requirements</div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""></div>The system must be compliant with all Georgia's Enterprise IT Policies, Standards, and Guidelines.<br>https://gta-psg.georgia.gov/topics?t=3341"
"9236","Requirement","GA-RQ-9.1","New","<div>The system must have the ability for the system administrator to establish and assign security&nbsp;<span style=""font-weight:inherit;"">roles to users.</span></div>"
